ar_rank,ar_result_file,case_id,dataset,delta,fault_type,movement,raw_rank,raw_result_file,root_cause_service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_delay__2.json,re1_tt__ts-route-service_delay__2,re1_tt,0,delay,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_delay__2.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_delay__3.json,re1_tt__ts-route-service_delay__3,re1_tt,1,delay,improved,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_delay__3.json,ts-route-service
5,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_delay__4.json,re1_tt__ts-route-service_delay__4,re1_tt,1,delay,improved,6,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_delay__4.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_delay__5.json,re1_tt__ts-route-service_delay__5,re1_tt,1,delay,improved,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_delay__5.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_disk__1.json,re1_tt__ts-route-service_disk__1,re1_tt,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_disk__1.json,ts-route-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_disk__2.json,re1_tt__ts-route-service_disk__2,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_disk__2.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_disk__3.json,re1_tt__ts-route-service_disk__3,re1_tt,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_disk__3.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_disk__4.json,re1_tt__ts-route-service_disk__4,re1_tt,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_disk__4.json,ts-route-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_disk__5.json,re1_tt__ts-route-service_disk__5,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_disk__5.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_loss__1.json,re1_tt__ts-route-service_loss__1,re1_tt,2,loss,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_loss__1.json,ts-route-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_loss__2.json,re1_tt__ts-route-service_loss__2,re1_tt,2,loss,improved,4,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_loss__2.json,ts-route-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_loss__3.json,re1_tt__ts-route-service_loss__3,re1_tt,1,loss,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_loss__3.json,ts-route-service
5,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_loss__4.json,re1_tt__ts-route-service_loss__4,re1_tt,1,loss,improved,6,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_loss__4.json,ts-route-service
13,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_loss__5.json,re1_tt__ts-route-service_loss__5,re1_tt,2,loss,improved,15,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_loss__5.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_mem__1.json,re1_tt__ts-route-service_mem__1,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_mem__1.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_mem__2.json,re1_tt__ts-route-service_mem__2,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_mem__2.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_mem__3.json,re1_tt__ts-route-service_mem__3,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_mem__3.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_mem__4.json,re1_tt__ts-route-service_mem__4,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_mem__4.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-route-service_mem__5.json,re1_tt__ts-route-service_mem__5,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-route-service_mem__5.json,ts-route-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_cpu__1.json,re1_tt__ts-train-service_cpu__1,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_cpu__1.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_cpu__2.json,re1_tt__ts-train-service_cpu__2,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_cpu__2.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_cpu__3.json,re1_tt__ts-train-service_cpu__3,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_cpu__3.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_cpu__4.json,re1_tt__ts-train-service_cpu__4,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_cpu__4.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_cpu__5.json,re1_tt__ts-train-service_cpu__5,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_cpu__5.json,ts-train-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_delay__1.json,re1_tt__ts-train-service_delay__1,re1_tt,2,delay,improved,4,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_delay__1.json,ts-train-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_delay__2.json,re1_tt__ts-train-service_delay__2,re1_tt,0,delay,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_delay__2.json,ts-train-service
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_delay__3.json,re1_tt__ts-train-service_delay__3,re1_tt,2,delay,improved,5,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_delay__3.json,ts-train-service
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_delay__4.json,re1_tt__ts-train-service_delay__4,re1_tt,0,delay,same,4,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_delay__4.json,ts-train-service
6,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_delay__5.json,re1_tt__ts-train-service_delay__5,re1_tt,1,delay,improved,7,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_delay__5.json,ts-train-service
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_disk__1.json,re1_tt__ts-train-service_disk__1,re1_tt,-2,disk,worsened,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_disk__1.json,ts-train-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_disk__2.json,re1_tt__ts-train-service_disk__2,re1_tt,0,disk,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_disk__2.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_disk__3.json,re1_tt__ts-train-service_disk__3,re1_tt,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_disk__3.json,ts-train-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_disk__4.json,re1_tt__ts-train-service_disk__4,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_disk__4.json,ts-train-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_disk__5.json,re1_tt__ts-train-service_disk__5,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_disk__5.json,ts-train-service
4,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_loss__1.json,re1_tt__ts-train-service_loss__1,re1_tt,1,loss,improved,5,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_loss__1.json,ts-train-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_loss__2.json,re1_tt__ts-train-service_loss__2,re1_tt,1,loss,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_loss__2.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_loss__3.json,re1_tt__ts-train-service_loss__3,re1_tt,2,loss,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_loss__3.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_loss__4.json,re1_tt__ts-train-service_loss__4,re1_tt,4,loss,improved,5,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_loss__4.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_loss__5.json,re1_tt__ts-train-service_loss__5,re1_tt,3,loss,improved,4,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_loss__5.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_mem__1.json,re1_tt__ts-train-service_mem__1,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_mem__1.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_mem__2.json,re1_tt__ts-train-service_mem__2,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_mem__2.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_mem__3.json,re1_tt__ts-train-service_mem__3,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_mem__3.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_mem__4.json,re1_tt__ts-train-service_mem__4,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_mem__4.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-train-service_mem__5.json,re1_tt__ts-train-service_mem__5,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-train-service_mem__5.json,ts-train-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_cpu__1.json,re1_tt__ts-travel-service_cpu__1,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_cpu__1.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_cpu__2.json,re1_tt__ts-travel-service_cpu__2,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_cpu__2.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_cpu__3.json,re1_tt__ts-travel-service_cpu__3,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_cpu__3.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_cpu__4.json,re1_tt__ts-travel-service_cpu__4,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_cpu__4.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_cpu__5.json,re1_tt__ts-travel-service_cpu__5,re1_tt,0,cpu,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_cpu__5.json,ts-travel-service
10,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_delay__1.json,re1_tt__ts-travel-service_delay__1,re1_tt,-1,delay,worsened,9,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_delay__1.json,ts-travel-service
14,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_delay__2.json,re1_tt__ts-travel-service_delay__2,re1_tt,7,delay,improved,21,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_delay__2.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_delay__3.json,re1_tt__ts-travel-service_delay__3,re1_tt,1,delay,improved,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_delay__3.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_delay__4.json,re1_tt__ts-travel-service_delay__4,re1_tt,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_delay__4.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_delay__5.json,re1_tt__ts-travel-service_delay__5,re1_tt,0,delay,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_delay__5.json,ts-travel-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_disk__1.json,re1_tt__ts-travel-service_disk__1,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_disk__1.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_disk__2.json,re1_tt__ts-travel-service_disk__2,re1_tt,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_disk__2.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_disk__3.json,re1_tt__ts-travel-service_disk__3,re1_tt,0,disk,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_disk__3.json,ts-travel-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_disk__4.json,re1_tt__ts-travel-service_disk__4,re1_tt,0,disk,same,2,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_disk__4.json,ts-travel-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_disk__5.json,re1_tt__ts-travel-service_disk__5,re1_tt,-1,disk,worsened,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_disk__5.json,ts-travel-service
5,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_loss__1.json,re1_tt__ts-travel-service_loss__1,re1_tt,-1,loss,worsened,4,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_loss__1.json,ts-travel-service
32,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_loss__2.json,re1_tt__ts-travel-service_loss__2,re1_tt,3,loss,improved,35,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_loss__2.json,ts-travel-service
3,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_loss__3.json,re1_tt__ts-travel-service_loss__3,re1_tt,1,loss,improved,4,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_loss__3.json,ts-travel-service
2,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_loss__4.json,re1_tt__ts-travel-service_loss__4,re1_tt,1,loss,improved,3,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_loss__4.json,ts-travel-service
7,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_loss__5.json,re1_tt__ts-travel-service_loss__5,re1_tt,1,loss,improved,8,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_loss__5.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_mem__1.json,re1_tt__ts-travel-service_mem__1,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_mem__1.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_mem__2.json,re1_tt__ts-travel-service_mem__2,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_mem__2.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_mem__3.json,re1_tt__ts-travel-service_mem__3,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_mem__3.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_mem__4.json,re1_tt__ts-travel-service_mem__4,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_mem__4.json,ts-travel-service
1,results/main/rcaeval_re1/amber_zenodo_v2/service/re1_tt/re1_tt__ts-travel-service_mem__5.json,re1_tt__ts-travel-service_mem__5,re1_tt,0,mem,same,1,results/ablation/rcaeval_re1/no_ar/service/re1_tt/re1_tt__ts-travel-service_mem__5.json,ts-travel-service
